,Pokedex_number,Name,Evolution,Base_type,Secondary_type,Abilities,Generation,Legendary,Attack,Defense,Hp,Sp_attack,Sp_defense,Speed,Height_m,Weight_kg,Against_bug,Against_dark,Against_dragon,Against_electric,Against_fairy,Against_fight,Against_fire,Against_flying,Against_ghost,Against_grass,Against_ground,Against_ice,Against_normal,Against_poison,Against_psychic,Against_rock,Against_steel,Against_water,Base_egg_steps,Base_happiness,Base_total,Capture_rate,Experience_growth
788,789,Cosmog,Cosmoem,Psychic,-,['Unaware'],7.0,1.0,29,31,43,29,31,37,0.2,0.1,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30720.0,0.0,200,45,1250000.0
789,790,Cosmoem,Unknown,Psychic,-,['Sturdy'],7.0,1.0,29,131,43,29,131,37,0.1,999.9,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30720.0,0.0,400,45,1250000.0
790,791,Solgaleo,Unknown,Psychic,Steel,['Full Metal Body'],7.0,1.0,137,107,137,113,89,97,3.4,230.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,30720.0,0.0,680,45,1250000.0
791,792,Lunala,Unknown,Psychic,Ghost,['Shadow Shield'],7.0,1.0,113,89,137,137,107,97,4.0,120.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,30720.0,0.0,680,45,1250000.0
792,793,Nihilego,No hay,Rock,Poison,['Beast Boost'],7.0,1.0,53,47,109,127,131,103,1.2,55.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,4.0,1.0,0.5,0.25,2.0,1.0,2.0,2.0,30720.0,0.0,570,45,1250000.0
793,794,Buzzwole,No hay,Bug,Fighting,['Beast Boost'],7.0,1.0,139,139,107,53,53,79,2.4,333.6,0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,30720.0,0.0,570,25,1250000.0
794,795,Pheromosa,No hay,Bug,Fighting,['Beast Boost'],7.0,1.0,137,37,71,137,37,151,1.8,25.0,0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,30720.0,0.0,570,255,1250000.0
795,796,Xurkitree,No hay,Electric,-,['Beast Boost'],7.0,1.0,89,71,83,173,71,83,3.8,100.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,30720.0,0.0,570,30,1250000.0
796,797,Celesteela,No hay,Steel,Flying,['Beast Boost'],7.0,1.0,101,103,97,107,101,61,9.2,999.9,0.25,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,30720.0,0.0,570,25,1250000.0
797,798,Kartana,No hay,Grass,Steel,['Beast Boost'],7.0,1.0,181,131,59,59,31,109,0.3,0.1,1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,30720.0,0.0,570,255,1250000.0
798,799,Guzzlord,No hay,Dark,Dragon,['Beast Boost'],7.0,1.0,101,53,223,97,53,43,5.5,888.0,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,30720.0,0.0,570,15,1250000.0
799,800,Necrozma,No hay,Psychic,-,['Prism Armor'],7.0,1.0,107,101,97,127,89,79,2.4,230.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30720.0,0.0,600,3,1250000.0
800,801,Magearna,No hay,Steel,Fairy,['Soul-Heart'],7.0,1.0,95,115,80,130,115,65,1.0,80.5,0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,30720.0,0.0,600,3,1250000.0
801,52,Galarian Meowth,Perrserker,Steel,-,"['Pickup', 'Tough Claws', 'Unnerve']",8.0,0.0,65,55,50,40,40,40,0.4,7.5,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.0,290,255,1000000.0
802,77,Galarian Ponyta,Galarian Rapidash,Psychic,-,"['Anticipation', 'Pastel Veil', 'Run Away']",8.0,0.0,85,55,50,65,65,90,0.8,24.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,410,190,1000000.0
803,78,Galarian Rapidash,Unknown,Psychic,Fairy,"['Anticipation', 'Pastel Veil', 'Run Away']",8.0,0.0,100,70,65,80,80,105,1.7,80.0,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,0.0,0.0,500,60,1000000.0
804,79,Galarian Slowpoke,Galarian Slowbro,Psychic,-,"['Gluttony', 'Own Tempo', 'Regenerator']",8.0,0.0,65,65,90,40,40,15,1.2,36.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,315,190,1000000.0
805,80,Galarian Slowbro,Unknown,Poison,Psychic,"['Own Tempo', 'Quick Draw', 'Regenerator']",8.0,0.0,100,95,95,100,70,30,1.6,70.5,1.0,2.0,1.0,1.0,0.5,0.25,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,490,75,1000000.0
806,83,Galarian Farfetch'd,Galarian Sirfetch'd,Fighting,-,"['Scrappy', 'Steadfast']",8.0,0.0,95,55,52,58,62,55,0.8,42.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.0,0.0,377,45,1000000.0
807,110,Galarian Weezing,Galarian Koofing,Poison,Fairy,"['Levitate', 'Misty Surge', 'Neutralizing Gas']",8.0,0.0,90,120,65,85,70,60,3.0,16.0,0.25,0.5,0.0,1.0,0.5,0.25,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,490,60,1000000.0
808,122,Galarian Mr. Mime,Galarian Mr.Rime,Ice,Psychic,"['Ice Body', 'Screen Cleaner', 'Vital Spirit']",8.0,0.0,65,65,50,90,90,100,1.4,56.8,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,0.0,0.0,460,45,1000000.0
809,144,Galarian Articuno,Unknown,Psychic,Flying,['Competitive'],8.0,1.0,85,85,90,125,100,95,1.7,50.9,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,0.0,0.0,580,3,1250000.0
810,145,Galarian Zapdos,Unknown,Fighting,Flying,['Defiant'],8.0,1.0,125,90,90,85,90,100,1.6,58.2,0.25,0.5,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,580,3,1250000.0
811,146,Galarian Moltres,Unknown,Dark,Flying,['Berserk'],8.0,1.0,85,90,90,100,125,90,2.0,66.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,580,3,1250000.0
812,199,Galarian Slowking,Unknown,Poison,Psychic,"['Curious Medicine', 'Own Tempo', 'Regenerator']",8.0,0.0,65,80,95,110,110,30,1.8,79.5,1.0,2.0,1.0,1.0,0.5,0.25,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,490,70,1000000.0
813,222,Galarian Corsola,Cursola,Ghost,-,"['Cursed Body', 'Weak Armor']",8.0,0.0,55,100,60,65,100,30,0.6,0.5,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,410,60,800000.0
814,263,Galarian Zigzagoon,Galarian Linoone,Dark,Normal,"['Gluttony', 'Pickup', 'Quick Feet']",8.0,0.0,30,41,38,30,41,60,0.4,17.5,2.0,0.5,1.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,240,255,1000000.0
815,264,Galarian Linoone,Obstagoon,Dark,Normal,"['Gluttony', 'Pickup', 'Quick Feet']",8.0,0.0,70,61,78,50,61,100,0.5,32.5,2.0,0.5,1.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,420,90,1000000.0
816,554,Galarian Darumaka,Unknown,Ice,-,"['Hustle', 'Inner Focus']",8.0,0.0,90,45,70,15,45,50,0.7,40.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,315,120,1059860.0
817,555,Galarian Darmanitan,Darmanitan,Ice,-,"['Gorilla Tactics', 'Zen Mode']",8.0,0.0,140,55,105,30,55,95,1.7,120.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,480,60,1059860.0
818,555,Galarian Darmanitan Zen-Mode,Unknown,Ice,Fire,"['Gorilla Tactics', 'Zen Mode']",8.0,0.0,160,55,105,30,55,135,1.7,120.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,2.0,0.25,1.0,1.0,1.0,4.0,1.0,2.0,0.0,0.0,540,60,1059860.0
819,562,Galarian Yamask,Runerigus,Ground,Ghost,['Wandering Spirit'],8.0,0.0,55,85,38,30,65,30,0.5,1.5,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,0.0,0.0,303,190,1000000.0
820,618,Galarian Stunfisk,Unknown,Ground,Steel,['Mimicry'],8.0,0.0,81,99,109,66,84,32,0.7,20.5,0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,0.0,0.0,471,75,1000000.0
821,810,Grookey,Thwackey,Grass,-,"['Grassy Surge', 'Overgrow']",8.0,0.0,65,50,50,40,40,65,0.3,5.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.0,0.0,310,45,1059860.0
822,811,Thwackey,Unknown,Grass,-,"['Grassy Surge', 'Overgrow']",8.0,0.0,85,70,70,55,60,80,0.7,14.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.0,0.0,420,45,1059860.0
823,812,Rillaboom,Unknown,Grass,-,"['Grassy Surge', 'Overgrow']",8.0,0.0,125,90,100,60,70,85,2.1,90.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.0,0.0,530,45,1059860.0
824,813,Scorbunny,Raboot,Fire,-,"['Blaze', 'Libero']",8.0,0.0,71,40,50,40,40,69,0.3,4.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.0,0.0,310,45,1059860.0
825,814,Raboot,Unknown,Fire,-,"['Blaze', 'Libero']",8.0,0.0,86,60,65,55,60,94,0.6,9.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.0,0.0,420,45,1059860.0
826,815,Cinderace,Unknown,Fire,-,"['Blaze', 'Libero']",8.0,0.0,116,75,80,65,75,119,1.4,33.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.0,0.0,530,45,1059860.0
827,816,Sobble,Drizzile,Water,-,"['Sniper', 'Torrent']",8.0,0.0,40,40,50,70,40,70,0.3,4.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,310,45,1059860.0
828,817,Drizzile,Unknown,Water,-,"['Sniper', 'Torrent']",8.0,0.0,60,55,65,95,55,90,0.7,11.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,420,45,1059860.0
829,818,Inteleon,Unknown,Water,-,"['Sniper', 'Torrent']",8.0,0.0,85,65,70,125,65,120,1.9,45.2,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,530,45,1059860.0
830,819,Skwovet,Greedent,Normal,-,"['Cheek Pouch', 'Gluttony']",8.0,0.0,55,55,70,35,35,25,0.3,2.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,275,255,1000000.0
831,820,Greedent,Unknown,Normal,-,"['Cheek Pouch', 'Gluttony']",8.0,0.0,95,95,120,55,75,20,0.6,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,460,90,1000000.0
832,821,Rookidee,Corvisquire,Flying,-,"['Big Pecks', 'Keen Eye', 'Unnerve']",8.0,0.0,47,35,38,33,35,57,0.2,1.8,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,245,255,1059860.0
833,822,Corvisquire,Unknown,Flying,-,"['Big Pecks', 'Keen Eye', 'Unnerve']",8.0,0.0,67,55,68,43,55,77,0.8,16.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,365,120,1059860.0
834,823,Corviknight,Unknown,Flying,Steel,"['Mirror Armor', 'Pressure', 'Unnerve']",8.0,0.0,87,105,98,53,85,67,2.2,75.0,0.25,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.0,495,45,1059860.0
835,824,Blipbug,Dottler,Bug,-,"['Swarm', 'Telepathy']",8.0,0.0,20,20,25,25,45,45,0.4,8.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,180,255,1000000.0
836,825,Dottler,Unknown,Bug,Psychic,"['Swarm', 'Telepathy']",8.0,0.0,35,80,50,50,90,30,0.4,19.5,2.0,2.0,1.0,1.0,1.0,0.25,2.0,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.0,0.0,335,120,1000000.0
837,826,Orbeetle,Unknown,Bug,Psychic,"['Frisk', 'Swarm', 'Telepathy']",8.0,0.0,45,110,60,80,120,90,0.4,40.8,2.0,2.0,1.0,1.0,1.0,0.25,2.0,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.0,0.0,505,45,1000000.0
838,827,Nickit,Thievul,Dark,-,"['Run Away', 'Stakeout', 'Unburden']",8.0,0.0,28,28,40,47,52,50,0.6,8.9,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,245,255,800000.0
839,828,Thievul,Unknown,Dark,-,"['Run Away', 'Stakeout', 'Unburden']",8.0,0.0,58,58,70,87,92,90,1.2,19.9,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,455,127,800000.0
840,829,Gossifleur,Eldegoss,Grass,-,"['Cotton Down', 'Effect Spore', 'Regenerator']",8.0,0.0,40,60,40,40,60,10,0.4,2.2,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.0,0.0,250,190,1000000.0
841,830,Eldegoss,Unknown,Grass,-,"['Cotton Down', 'Effect Spore', 'Regenerator']",8.0,0.0,50,90,60,80,120,60,0.5,2.5,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.0,0.0,460,75,1000000.0
842,831,Wooloo,Dubwool,Normal,-,"['Bulletproof', 'Fluffy', 'Run Away']",8.0,0.0,40,55,42,40,45,48,0.6,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,270,255,1000000.0
843,832,Dubwool,Unknown,Normal,-,"['Bulletproof', 'Fluffy', 'Steadfast']",8.0,0.0,80,100,72,60,90,88,1.3,43.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,490,127,1000000.0
844,833,Chewtle,Drednaw,Water,-,"['Shell Armor', 'Strong Jaw', 'Swift Swim']",8.0,0.0,64,50,50,38,38,44,0.3,8.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,284,255,1000000.0
845,834,Drednaw,Unknown,Water,Rock,"['Shell Armor', 'Strong Jaw', 'Swift Swim']",8.0,0.0,115,90,90,48,68,74,1.0,115.5,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.0,485,75,1000000.0
846,835,Yamper,Boltund,Electric,-,"['Ball Fetch', 'Rattled']",8.0,0.0,45,50,59,40,50,26,0.3,13.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,270,255,800000.0
847,836,Boltund,Unknown,Electric,-,"['Competitive', 'Strong Jaw']",8.0,0.0,90,60,69,90,60,121,1.0,34.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,490,45,800000.0
848,837,Rolycoly,Carkol,Rock,-,"['Flash Fire', 'Heatproof', 'Steam Engine']",8.0,0.0,40,50,30,40,50,30,0.3,12.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,0.0,0.0,240,255,1059860.0
849,838,Carkol,Unknown,Rock,Fire,"['Flame Body', 'Flash Fire', 'Steam Engine']",8.0,0.0,60,90,80,60,70,50,1.1,78.0,0.5,1.0,1.0,1.0,0.5,2.0,0.25,0.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,1.0,4.0,0.0,0.0,410,120,1059860.0
850,839,Coalossal,Unknown,Rock,Fire,"['Flame Body', 'Flash Fire', 'Steam Engine']",8.0,0.0,80,120,110,80,90,30,2.8,310.5,0.5,1.0,1.0,1.0,0.5,2.0,0.25,0.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,1.0,4.0,0.0,0.0,510,45,1059860.0
851,840,Applin,Flapple,Grass,Dragon,"['Bulletproof', 'Gluttony', 'Ripen']",8.0,0.0,40,80,40,40,40,20,0.2,0.5,2.0,1.0,2.0,0.25,2.0,1.0,1.0,2.0,1.0,0.25,0.5,4.0,1.0,2.0,1.0,1.0,1.0,0.25,0.0,0.0,260,255,600000.0
852,841,Flapple,Unknown,Grass,Dragon,"['Gluttony', 'Hustle', 'Ripen']",8.0,0.0,110,80,70,95,60,70,0.3,1.0,2.0,1.0,2.0,0.25,2.0,1.0,1.0,2.0,1.0,0.25,0.5,4.0,1.0,2.0,1.0,1.0,1.0,0.25,0.0,0.0,485,45,600000.0
853,842,Appletun,Unknown,Grass,Dragon,"['Gluttony', 'Ripen', 'Thick Fat']",8.0,0.0,85,80,110,100,80,30,0.4,13.0,2.0,1.0,2.0,0.25,2.0,1.0,1.0,2.0,1.0,0.25,0.5,4.0,1.0,2.0,1.0,1.0,1.0,0.25,0.0,0.0,485,45,600000.0
854,843,Silicobra,Sandaconda,Ground,-,"['Sand Spit', 'Sand Veil', 'Shed Skin']",8.0,0.0,57,75,52,35,50,46,2.2,7.6,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0.0,0.0,315,255,1000000.0
855,844,Sandaconda,Unknown,Ground,-,"['Sand Spit', 'Sand Veil', 'Shed Skin']",8.0,0.0,107,125,72,65,70,71,3.8,65.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0.0,0.0,510,120,1000000.0
856,845,Cramorant,No hay,Flying,Water,['Gulp Missile'],8.0,0.0,85,55,70,85,95,85,0.8,18.0,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.0,0.0,475,45,1000000.0
857,846,Arrokuda,Barraskewda,Water,-,"['Propeller Tail', 'Swift Swim']",8.0,0.0,63,40,41,40,30,66,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,280,255,1250000.0
858,847,Barraskewda,Unknown,Water,-,"['Propeller Tail', 'Swift Swim']",8.0,0.0,123,60,61,60,50,136,1.3,30.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,490,60,1250000.0
859,848,Toxel,Toxtricity,Electric,Poison,"['Klutz', 'Rattled', 'Static']",8.0,0.0,38,35,40,54,35,40,0.4,11.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,4.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,0.0,0.0,242,75,1059860.0
860,849,Toxtricity,Unknown,Electric,Poison,"['Plus', 'Punk Rock', 'Technician']",8.0,0.0,98,70,75,114,70,75,1.6,40.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,4.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,0.0,0.0,502,45,1059860.0
861,850,Sizzlipede,Centiskorch,Fire,Bug,"['Flame Body', 'Flash Fire', 'White Smoke']",8.0,0.0,65,45,50,50,50,45,0.7,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,0.0,0.0,305,190,1000000.0
862,851,Centiskorch,Unknown,Fire,Bug,"['Flame Body', 'Flash Fire', 'White Smoke']",8.0,0.0,115,65,100,90,90,65,3.0,120.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,0.0,0.0,525,75,1000000.0
863,852,Clobbopus,Grapploct,Fighting,-,"['Limber', 'Technician']",8.0,0.0,68,60,50,50,50,32,0.6,4.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.0,0.0,310,180,1059860.0
864,853,Grapploct,Unknown,Fighting,-,"['Limber', 'Technician']",8.0,0.0,118,90,80,70,80,42,1.6,39.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.0,0.0,480,45,1059860.0
865,854,Sinistea,Polteageist,Ghost,-,"['Cursed Body', 'Weak Armor']",8.0,0.0,45,45,40,74,54,50,0.1,0.2,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,308,120,1000000.0
866,855,Polteageist,Unknown,Ghost,-,"['Cursed Body', 'Weak Armor']",8.0,0.0,65,65,60,134,114,70,0.2,0.4,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,508,60,1000000.0
867,856,Hatenna,Hattrem,Psychic,-,"['Anticipation', 'Healer', 'Magic Bounce']",8.0,0.0,30,45,42,56,53,39,0.4,3.4,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,265,235,1250000.0
868,857,Hattrem,Unknown,Psychic,-,"['Anticipation', 'Healer', 'Magic Bounce']",8.0,0.0,40,65,57,86,73,49,0.6,4.8,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,370,120,1250000.0
869,858,Hatterene,Unknown,Psychic,Fairy,"['Anticipation', 'Healer', 'Magic Bounce']",8.0,0.0,90,95,57,136,103,29,2.1,5.0,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,0.0,0.0,510,45,1250000.0
870,859,Impidimp,Morgrem,Dark,Fairy,"['Frisk', 'Pickpocket', 'Prankster']",8.0,0.0,45,30,45,55,40,50,0.4,5.5,1.0,0.25,0.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,265,255,1000000.0
871,860,Morgrem,Unknown,Dark,Fairy,"['Frisk', 'Pickpocket', 'Prankster']",8.0,0.0,60,45,65,75,55,70,0.8,12.5,1.0,0.25,0.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,370,120,1000000.0
872,861,Grimmsnarl,Unknown,Dark,Fairy,"['Frisk', 'Pickpocket', 'Prankster']",8.0,0.0,120,65,95,95,75,60,1.5,61.0,1.0,0.25,0.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,510,45,1000000.0
