,Pokedex_number,Name,Evolution,Base_type,Secondary_type,Abilities,Number_of_Abilities,Combination,Generation,Legendary,Attack,Defense,Hp,Sp_attack,Sp_defense,Speed,Height_m,Weight_kg,Against_bug,Against_dark,Against_dragon,Against_electric,Against_fairy,Against_fight,Against_fire,Against_flying,Against_ghost,Against_grass,Against_ground,Against_ice,Against_normal,Against_poison,Against_psychic,Against_rock,Against_steel,Against_water,Base_egg_steps,Base_happiness,Base_total,Capture_rate,Experience_growth
814,263,Galarian Zigzagoon,Galarian Linoone,Dark,Normal,"['Gluttony', 'Pickup', 'Quick Feet']",3,"Dark, Normal",8.0,0.0,30,41,38,30,41,60,0.4,17.5,2.0,0.5,1.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,240,255,1000000.0
815,264,Galarian Linoone,Obstagoon,Dark,Normal,"['Gluttony', 'Pickup', 'Quick Feet']",3,"Dark, Normal",8.0,0.0,70,61,78,50,61,100,0.5,32.5,2.0,0.5,1.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,420,90,1000000.0
816,554,Galarian Darumaka,Final Form,Ice,-,"['Hustle', 'Inner Focus']",2,"Ice, -",8.0,0.0,90,45,70,15,45,50,0.7,40.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,315,120,1059860.0
817,555,Galarian Darmanitan,Darmanitan,Ice,-,"['Gorilla Tactics', 'Zen Mode']",2,"Ice, -",8.0,0.0,140,55,105,30,55,95,1.7,120.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,480,60,1059860.0
818,555,Galarian Darmanitan Zen-Mode,Final Form,Ice,Fire,"['Gorilla Tactics', 'Zen Mode']",2,"Ice, Fire",8.0,0.0,160,55,105,30,55,135,1.7,120.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,2.0,0.25,1.0,1.0,1.0,4.0,1.0,2.0,0.0,0.0,540,60,1059860.0
819,562,Galarian Yamask,Runerigus,Ground,Ghost,['Wandering Spirit'],1,"Ground, Ghost",8.0,0.0,55,85,38,30,65,30,0.5,1.5,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,0.0,0.0,303,190,1000000.0
820,618,Galarian Stunfisk,Final Form,Ground,Steel,['Mimicry'],1,"Ground, Steel",8.0,0.0,81,99,109,66,84,32,0.7,20.5,0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,0.0,0.0,471,75,1000000.0
821,810,Grookey,Thwackey,Grass,-,"['Grassy Surge', 'Overgrow']",2,"Grass, -",8.0,0.0,65,50,50,40,40,65,0.3,5.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.0,0.0,310,45,1059860.0
822,811,Thwackey,Final Form,Grass,-,"['Grassy Surge', 'Overgrow']",2,"Grass, -",8.0,0.0,85,70,70,55,60,80,0.7,14.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.0,0.0,420,45,1059860.0
823,812,Rillaboom,Final Form,Grass,-,"['Grassy Surge', 'Overgrow']",2,"Grass, -",8.0,0.0,125,90,100,60,70,85,2.1,90.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.0,0.0,530,45,1059860.0
824,813,Scorbunny,Raboot,Fire,-,"['Blaze', 'Libero']",2,"Fire, -",8.0,0.0,71,40,50,40,40,69,0.3,4.5,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.0,0.0,310,45,1059860.0
825,814,Raboot,Final Form,Fire,-,"['Blaze', 'Libero']",2,"Fire, -",8.0,0.0,86,60,65,55,60,94,0.6,9.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.0,0.0,420,45,1059860.0
826,815,Cinderace,Final Form,Fire,-,"['Blaze', 'Libero']",2,"Fire, -",8.0,0.0,116,75,80,65,75,119,1.4,33.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.0,0.0,530,45,1059860.0
827,816,Sobble,Drizzile,Water,-,"['Sniper', 'Torrent']",2,"Water, -",8.0,0.0,40,40,50,70,40,70,0.3,4.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,310,45,1059860.0
828,817,Drizzile,Final Form,Water,-,"['Sniper', 'Torrent']",2,"Water, -",8.0,0.0,60,55,65,95,55,90,0.7,11.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,420,45,1059860.0
829,818,Inteleon,Final Form,Water,-,"['Sniper', 'Torrent']",2,"Water, -",8.0,0.0,85,65,70,125,65,120,1.9,45.2,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,530,45,1059860.0
830,819,Skwovet,Greedent,Normal,-,"['Cheek Pouch', 'Gluttony']",2,"Normal, -",8.0,0.0,55,55,70,35,35,25,0.3,2.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,275,255,1000000.0
831,820,Greedent,Final Form,Normal,-,"['Cheek Pouch', 'Gluttony']",2,"Normal, -",8.0,0.0,95,95,120,55,75,20,0.6,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,460,90,1000000.0
832,821,Rookidee,Corvisquire,Flying,-,"['Big Pecks', 'Keen Eye', 'Unnerve']",3,"Flying, -",8.0,0.0,47,35,38,33,35,57,0.2,1.8,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,245,255,1059860.0
833,822,Corvisquire,Final Form,Flying,-,"['Big Pecks', 'Keen Eye', 'Unnerve']",3,"Flying, -",8.0,0.0,67,55,68,43,55,77,0.8,16.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,365,120,1059860.0
834,823,Corviknight,Final Form,Flying,Steel,"['Mirror Armor', 'Pressure', 'Unnerve']",3,"Flying, Steel",8.0,0.0,87,105,98,53,85,67,2.2,75.0,0.25,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,0.0,0.0,495,45,1059860.0
835,824,Blipbug,Dottler,Bug,-,"['Swarm', 'Telepathy']",2,"Bug, -",8.0,0.0,20,20,25,25,45,45,0.4,8.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,180,255,1000000.0
836,825,Dottler,Final Form,Bug,Psychic,"['Swarm', 'Telepathy']",2,"Bug, Psychic",8.0,0.0,35,80,50,50,90,30,0.4,19.5,2.0,2.0,1.0,1.0,1.0,0.25,2.0,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.0,0.0,335,120,1000000.0
837,826,Orbeetle,Final Form,Bug,Psychic,"['Frisk', 'Swarm', 'Telepathy']",3,"Bug, Psychic",8.0,0.0,45,110,60,80,120,90,0.4,40.8,2.0,2.0,1.0,1.0,1.0,0.25,2.0,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.0,0.0,505,45,1000000.0
838,827,Nickit,Thievul,Dark,-,"['Run Away', 'Stakeout', 'Unburden']",3,"Dark, -",8.0,0.0,28,28,40,47,52,50,0.6,8.9,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,245,255,800000.0
839,828,Thievul,Final Form,Dark,-,"['Run Away', 'Stakeout', 'Unburden']",3,"Dark, -",8.0,0.0,58,58,70,87,92,90,1.2,19.9,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,455,127,800000.0
840,829,Gossifleur,Eldegoss,Grass,-,"['Cotton Down', 'Effect Spore', 'Regenerator']",3,"Grass, -",8.0,0.0,40,60,40,40,60,10,0.4,2.2,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.0,0.0,250,190,1000000.0
841,830,Eldegoss,Final Form,Grass,-,"['Cotton Down', 'Effect Spore', 'Regenerator']",3,"Grass, -",8.0,0.0,50,90,60,80,120,60,0.5,2.5,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0.0,0.0,460,75,1000000.0
842,831,Wooloo,Dubwool,Normal,-,"['Bulletproof', 'Fluffy', 'Run Away']",3,"Normal, -",8.0,0.0,40,55,42,40,45,48,0.6,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,270,255,1000000.0
843,832,Dubwool,Final Form,Normal,-,"['Bulletproof', 'Fluffy', 'Steadfast']",3,"Normal, -",8.0,0.0,80,100,72,60,90,88,1.3,43.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,490,127,1000000.0
844,833,Chewtle,Drednaw,Water,-,"['Shell Armor', 'Strong Jaw', 'Swift Swim']",3,"Water, -",8.0,0.0,64,50,50,38,38,44,0.3,8.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,284,255,1000000.0
845,834,Drednaw,Final Form,Water,Rock,"['Shell Armor', 'Strong Jaw', 'Swift Swim']",3,"Water, Rock",8.0,0.0,115,90,90,48,68,74,1.0,115.5,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.0,0.0,485,75,1000000.0
846,835,Yamper,Boltund,Electric,-,"['Ball Fetch', 'Rattled']",2,"Electric, -",8.0,0.0,45,50,59,40,50,26,0.3,13.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,270,255,800000.0
847,836,Boltund,Final Form,Electric,-,"['Competitive', 'Strong Jaw']",2,"Electric, -",8.0,0.0,90,60,69,90,60,121,1.0,34.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,490,45,800000.0
848,837,Rolycoly,Carkol,Rock,-,"['Flash Fire', 'Heatproof', 'Steam Engine']",3,"Rock, -",8.0,0.0,40,50,30,40,50,30,0.3,12.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,0.0,0.0,240,255,1059860.0
849,838,Carkol,Final Form,Rock,Fire,"['Flame Body', 'Flash Fire', 'Steam Engine']",3,"Rock, Fire",8.0,0.0,60,90,80,60,70,50,1.1,78.0,0.5,1.0,1.0,1.0,0.5,2.0,0.25,0.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,1.0,4.0,0.0,0.0,410,120,1059860.0
850,839,Coalossal,Final Form,Rock,Fire,"['Flame Body', 'Flash Fire', 'Steam Engine']",3,"Rock, Fire",8.0,0.0,80,120,110,80,90,30,2.8,310.5,0.5,1.0,1.0,1.0,0.5,2.0,0.25,0.5,1.0,1.0,4.0,0.5,0.5,0.5,1.0,2.0,1.0,4.0,0.0,0.0,510,45,1059860.0
851,840,Applin,Flapple,Grass,Dragon,"['Bulletproof', 'Gluttony', 'Ripen']",3,"Grass, Dragon",8.0,0.0,40,80,40,40,40,20,0.2,0.5,2.0,1.0,2.0,0.25,2.0,1.0,1.0,2.0,1.0,0.25,0.5,4.0,1.0,2.0,1.0,1.0,1.0,0.25,0.0,0.0,260,255,600000.0
852,841,Flapple,Final Form,Grass,Dragon,"['Gluttony', 'Hustle', 'Ripen']",3,"Grass, Dragon",8.0,0.0,110,80,70,95,60,70,0.3,1.0,2.0,1.0,2.0,0.25,2.0,1.0,1.0,2.0,1.0,0.25,0.5,4.0,1.0,2.0,1.0,1.0,1.0,0.25,0.0,0.0,485,45,600000.0
853,842,Appletun,Final Form,Grass,Dragon,"['Gluttony', 'Ripen', 'Thick Fat']",3,"Grass, Dragon",8.0,0.0,85,80,110,100,80,30,0.4,13.0,2.0,1.0,2.0,0.25,2.0,1.0,1.0,2.0,1.0,0.25,0.5,4.0,1.0,2.0,1.0,1.0,1.0,0.25,0.0,0.0,485,45,600000.0
854,843,Silicobra,Sandaconda,Ground,-,"['Sand Spit', 'Sand Veil', 'Shed Skin']",3,"Ground, -",8.0,0.0,57,75,52,35,50,46,2.2,7.6,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0.0,0.0,315,255,1000000.0
855,844,Sandaconda,Final Form,Ground,-,"['Sand Spit', 'Sand Veil', 'Shed Skin']",3,"Ground, -",8.0,0.0,107,125,72,65,70,71,3.8,65.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0.0,0.0,510,120,1000000.0
856,845,Cramorant,Final Form,Flying,Water,['Gulp Missile'],1,"Flying, Water",8.0,0.0,85,55,70,85,95,85,0.8,18.0,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.0,0.0,475,45,1000000.0
857,846,Arrokuda,Barraskewda,Water,-,"['Propeller Tail', 'Swift Swim']",2,"Water, -",8.0,0.0,63,40,41,40,30,66,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,280,255,1250000.0
858,847,Barraskewda,Final Form,Water,-,"['Propeller Tail', 'Swift Swim']",2,"Water, -",8.0,0.0,123,60,61,60,50,136,1.3,30.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,490,60,1250000.0
859,848,Toxel,Toxtricity,Electric,Poison,"['Klutz', 'Rattled', 'Static']",3,"Electric, Poison",8.0,0.0,38,35,40,54,35,40,0.4,11.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,4.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,0.0,0.0,242,75,1059860.0
860,849,Toxtricity,Final Form,Electric,Poison,"['Plus', 'Punk Rock', 'Technician']",3,"Electric, Poison",8.0,0.0,98,70,75,114,70,75,1.6,40.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,0.5,4.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,0.0,0.0,502,45,1059860.0
861,850,Sizzlipede,Centiskorch,Fire,Bug,"['Flame Body', 'Flash Fire', 'White Smoke']",3,"Fire, Bug",8.0,0.0,65,45,50,50,50,45,0.7,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,0.0,0.0,305,190,1000000.0
862,851,Centiskorch,Final Form,Fire,Bug,"['Flame Body', 'Flash Fire', 'White Smoke']",3,"Fire, Bug",8.0,0.0,115,65,100,90,90,65,3.0,120.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,0.0,0.0,525,75,1000000.0
863,852,Clobbopus,Grapploct,Fighting,-,"['Limber', 'Technician']",2,"Fighting, -",8.0,0.0,68,60,50,50,50,32,0.6,4.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.0,0.0,310,180,1059860.0
864,853,Grapploct,Final Form,Fighting,-,"['Limber', 'Technician']",2,"Fighting, -",8.0,0.0,118,90,80,70,80,42,1.6,39.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.0,0.0,480,45,1059860.0
865,854,Sinistea,Polteageist,Ghost,-,"['Cursed Body', 'Weak Armor']",2,"Ghost, -",8.0,0.0,45,45,40,74,54,50,0.1,0.2,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,308,120,1000000.0
866,855,Polteageist,Final Form,Ghost,-,"['Cursed Body', 'Weak Armor']",2,"Ghost, -",8.0,0.0,65,65,60,134,114,70,0.2,0.4,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,508,60,1000000.0
867,856,Hatenna,Hattrem,Psychic,-,"['Anticipation', 'Healer', 'Magic Bounce']",3,"Psychic, -",8.0,0.0,30,45,42,56,53,39,0.4,3.4,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,265,235,1250000.0
868,857,Hattrem,Final Form,Psychic,-,"['Anticipation', 'Healer', 'Magic Bounce']",3,"Psychic, -",8.0,0.0,40,65,57,86,73,49,0.6,4.8,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,370,120,1250000.0
869,858,Hatterene,Final Form,Psychic,Fairy,"['Anticipation', 'Healer', 'Magic Bounce']",3,"Psychic, Fairy",8.0,0.0,90,95,57,136,103,29,2.1,5.0,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,0.0,0.0,510,45,1250000.0
870,859,Impidimp,Morgrem,Dark,Fairy,"['Frisk', 'Pickpocket', 'Prankster']",3,"Dark, Fairy",8.0,0.0,45,30,45,55,40,50,0.4,5.5,1.0,0.25,0.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,265,255,1000000.0
871,860,Morgrem,Final Form,Dark,Fairy,"['Frisk', 'Pickpocket', 'Prankster']",3,"Dark, Fairy",8.0,0.0,60,45,65,75,55,70,0.8,12.5,1.0,0.25,0.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,370,120,1000000.0
872,861,Grimmsnarl,Final Form,Dark,Fairy,"['Frisk', 'Pickpocket', 'Prankster']",3,"Dark, Fairy",8.0,0.0,120,65,95,95,75,60,1.5,61.0,1.0,0.25,0.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,510,45,1000000.0
873,862,Obstagoon,Final Form,Dark,Normal,"['Defiant', 'Guts', 'Reckless']",3,"Dark, Normal",8.0,0.0,90,101,93,60,81,95,1.6,46.0,2.0,0.5,1.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,520,45,1000000.0
874,863,Perrserker,Final Form,Steel,-,"['Battle Armor', 'Steely Spirit', 'Tough Claws']",3,"Steel, -",8.0,0.0,110,100,70,50,60,50,0.8,28.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.0,440,90,1000000.0
875,864,Cursola,Final Form,Ghost,-,"['Perish Body', 'Weak Armor']",2,"Ghost, -",8.0,0.0,95,50,60,145,130,30,1.0,0.4,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,510,30,800000.0
876,865,Sirfetch'd,Final Form,Fighting,-,"['Scrappy', 'Steadfast']",2,"Fighting, -",8.0,0.0,135,95,62,68,82,65,0.8,117.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.0,0.0,507,45,1000000.0
877,866,Mr. Rime,Final Form,Ice,Psychic,"['Ice Body', 'Screen Cleaner', 'Tangled Feet']",3,"Ice, Psychic",8.0,0.0,85,75,80,110,100,70,1.5,58.2,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,0.0,0.0,520,45,1000000.0
878,867,Runerigus,Final Form,Ground,Ghost,['Wandering Spirit'],1,"Ground, Ghost",8.0,0.0,95,145,58,50,105,30,1.6,66.6,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,0.0,0.0,483,90,1000000.0
879,868,Milcery,Alcremie,Fairy,-,"['Aroma Veil', 'Sweet Veil']",2,"Fairy, -",8.0,0.0,40,40,45,50,61,34,0.2,0.3,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,270,200,1000000.0
880,869,Alcremie,Final Form,Fairy,-,"['Aroma Veil', 'Sweet Veil']",2,"Fairy, -",8.0,0.0,60,75,65,110,121,64,0.3,0.5,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,495,100,1000000.0
881,870,Falinks,Final Form,Fighting,-,"['Battle Armor', 'Defiant']",2,"Fighting, -",8.0,0.0,100,100,65,70,60,75,3.0,62.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.0,0.0,470,45,1000000.0
882,871,Pincurchin,Final Form,Electric,-,"['Electric Surge', 'Lightning Rod']",2,"Electric, -",8.0,0.0,101,95,48,91,85,15,0.3,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,435,75,1000000.0
883,872,Snom,Frosmoth,Ice,Bug,"['Ice Scales', 'Shield Dust']",2,"Ice, Bug",8.0,0.0,25,35,30,45,30,20,0.3,3.8,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,185,190,1000000.0
884,873,Frosmoth,Final Form,Ice,Bug,"['Ice Scales', 'Shield Dust']",2,"Ice, Bug",8.0,0.0,65,60,70,125,90,65,1.3,42.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,475,75,1000000.0
885,874,Stonjourner,Final Form,Rock,-,['Power Spot'],1,"Rock, -",8.0,0.0,125,135,100,20,20,70,2.5,520.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,0.0,0.0,470,60,1250000.0
886,875,Eiscue,Final Form,Ice,-,['Ice Face'],1,"Ice, -",8.0,0.0,80,110,75,65,90,50,1.4,89.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,470,60,1250000.0
887,875,Eiscue Noice Face,Final Form,Ice,-,['Ice Face'],1,"Ice, -",8.0,0.0,80,70,75,65,50,130,1.4,89.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,470,60,1250000.0
888,876,Indeedee,Final Form,Psychic,Normal,"['Inner Focus', 'Psychic Surge', 'Synchronize']",3,"Psychic, Normal",8.0,0.0,65,55,60,105,95,95,0.9,28.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.0,475,30,800000.0
889,877,Morpeko,Final Form,Electric,Dark,['Hunger Switch'],1,"Electric, Dark",8.0,0.0,95,58,58,70,58,97,0.3,3.0,2.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.0,0.0,436,180,1000000.0
890,878,Cufant,Copperajah,Steel,-,"['Heavy Metal', 'Sheer Force']",2,"Steel, -",8.0,0.0,80,49,72,40,49,40,1.2,100.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.0,330,190,1000000.0
891,879,Copperajah,Final Form,Steel,-,"['Heavy Metal', 'Sheer Force']",2,"Steel, -",8.0,0.0,130,69,122,80,69,30,3.0,650.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.0,500,90,1000000.0
892,880,Dracozolt,Final Form,Electric,Dragon,"['Hustle', 'Sand Rush', 'Volt Absorb']",3,"Electric, Dragon",8.0,0.0,100,90,90,80,70,75,1.8,190.0,1.0,1.0,2.0,0.25,2.0,1.0,0.5,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,505,45,1250000.0
893,881,Arctozolt,Final Form,Electric,Ice,"['Slush Rush', 'Static', 'Volt Absorb']",3,"Electric, Ice",8.0,0.0,100,90,90,90,80,55,2.3,150.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,505,45,1250000.0
